site_code,mw,fault_dist,eq_location_type_id,0.100Hz,0.105Hz,0.111Hz,0.118Hz,0.125Hz,0.133Hz,0.143Hz,0.154Hz,0.167Hz,0.182Hz,0.200Hz,0.222Hz,0.250Hz,0.286Hz,0.333Hz,0.400Hz,0.455Hz,0.500Hz,0.588Hz,0.667Hz,0.769Hz,0.833Hz,0.909Hz,1.000Hz,1.111Hz,1.250Hz,1.429Hz,1.667Hz,2.000Hz,2.222Hz,2.500Hz,2.857Hz,3.333Hz,4.000Hz,4.545Hz,5.000Hz,6.667Hz,7.692Hz,8.333Hz,9.091Hz,10.000Hz,11.111Hz,12.500Hz,14.286Hz,16.667Hz,20.000Hz,Basemodel_PGA,Basemodel_PGV,Basemodel_0.05,Basemodel_0.06,Basemodel_0.07,Basemodel_0.08,Basemodel_0.09,Basemodel_0.1,Basemodel_0.11,Basemodel_0.12,Basemodel_0.13,Basemodel_0.15,Basemodel_0.2,Basemodel_0.22,Basemodel_0.25,Basemodel_0.3,Basemodel_0.35,Basemodel_0.4,Basemodel_0.45,Basemodel_0.5,Basemodel_0.6,Basemodel_0.7,Basemodel_0.8,Basemodel_0.9,Basemodel_1,Basemodel_1.1,Basemodel_1.2,Basemodel_1.3,Basemodel_1.5,Basemodel_1.7,Basemodel_2,Basemodel_2.2,Basemodel_2.5,Basemodel_3,Basemodel_3.5,Basemodel_4,Basemodel_4.5,Basemodel_5,Basemodel_5.5,Basemodel_6,Basemodel_6.5,Basemodel_7,Basemodel_7.5,Basemodel_8,Basemodel_8.5,Basemodel_9,Basemodel_9.5,Basemodel_10,pre_DNN_PGA,pre_DNN_PGV,pre_DNN_0.05,pre_DNN_0.06,pre_DNN_0.07,pre_DNN_0.08,pre_DNN_0.09,pre_DNN_0.1,pre_DNN_0.11,pre_DNN_0.12,pre_DNN_0.13,pre_DNN_0.15,pre_DNN_0.2,pre_DNN_0.22,pre_DNN_0.25,pre_DNN_0.3,pre_DNN_0.35,pre_DNN_0.4,pre_DNN_0.45,pre_DNN_0.5,pre_DNN_0.6,pre_DNN_0.7,pre_DNN_0.8,pre_DNN_0.9,pre_DNN_1,pre_DNN_1.1,pre_DNN_1.2,pre_DNN_1.3,pre_DNN_1.5,pre_DNN_1.7,pre_DNN_2,pre_DNN_2.2,pre_DNN_2.5,pre_DNN_3,pre_DNN_3.5,pre_DNN_4,pre_DNN_4.5,pre_DNN_5,pre_DNN_5.5,pre_DNN_6,pre_DNN_6.5,pre_DNN_7,pre_DNN_7.5,pre_DNN_8,pre_DNN_8.5,pre_DNN_9,pre_DNN_9.5,pre_DNN_10,Final_PGA,Final_PGV,Final_0.05,Final_0.06,Final_0.07,Final_0.08,Final_0.09,Final_0.1,Final_0.11,Final_0.12,Final_0.13,Final_0.15,Final_0.2,Final_0.22,Final_0.25,Final_0.3,Final_0.35,Final_0.4,Final_0.45,Final_0.5,Final_0.6,Final_0.7,Final_0.8,Final_0.9,Final_1,Final_1.1,Final_1.2,Final_1.3,Final_1.5,Final_1.7,Final_2,Final_2.2,Final_2.5,Final_3,Final_3.5,Final_4,Final_4.5,Final_5,Final_5.5,Final_6,Final_6.5,Final_7,Final_7.5,Final_8,Final_8.5,Final_9,Final_9.5,Final_10
CHB002,5.600000,198.173400,2,1.306000,1.308557,1.339633,1.393841,1.457244,1.500810,1.495551,1.436312,1.330254,1.204695,1.105128,1.044009,1.056000,1.221517,1.415578,1.474497,1.704376,1.910844,2.066606,2.081096,1.933976,1.843123,1.864609,1.921954,1.910067,1.820713,1.797801,1.952213,2.139690,2.219653,2.155031,1.979881,2.084569,2.140040,2.032700,2.178385,2.852214,2.965708,2.726818,2.203793,1.520420,0.952939,0.699935,0.734135,1.212338,1.695658,0.334123,-0.689969,0.365119,0.401619,0.442700,0.484516,0.524555,0.561619,0.586566,0.616860,0.633573,0.653414,0.698287,0.695599,0.695701,0.688720,0.668783,0.649533,0.627621,0.608215,0.558039,0.515658,0.479846,0.434591,0.377645,0.334242,0.268490,0.226453,0.139508,0.054676,-0.052631,-0.120441,-0.221816,-0.344694,-0.469226,-0.581467,-0.685492,-0.767414,-0.857689,-0.935249,-1.016214,-1.086666,-1.135798,-1.204116,-1.253229,-1.299409,-1.344454,-1.394885,0.384149,0.344028,0.534258,0.500200,0.542756,0.521205,0.568745,0.536881,0.560358,0.570986,0.616137,0.623471,0.555348,0.505137,0.485936,0.511136,0.459411,0.401342,0.395637,0.424646,0.325811,0.250082,0.203763,0.210639,0.225916,0.206369,0.265817,0.232913,0.239418,0.282405,0.210382,0.218800,0.219573,0.127210,0.114224,0.159426,0.101435,0.132511,0.088605,0.054565,0.074037,0.075205,0.040150,0.072826,0.032021,0.026787,0.020069,0.056923,0.718272,-0.345941,0.899377,0.901819,0.985456,1.005722,1.093300,1.098500,1.146924,1.187846,1.249710,1.276885,1.253634,1.200736,1.181637,1.199856,1.128194,1.050875,1.023258,1.032861,0.883850,0.765740,0.683609,0.645230,0.603561,0.540612,0.534307,0.459366,0.378926,0.337081,0.157751,0.098359,-0.002242,-0.217484,-0.355002,-0.422041,-0.584057,-0.634903,-0.769084,-0.880684,-0.942176,-1.011462,-1.095648,-1.131289,-1.221208,-1.272622,-1.324385,-1.337962
CHB003,5.600000,185.925300,2,1.761000,1.669576,1.720701,1.898678,2.153445,2.373124,2.446940,2.363293,2.156561,1.897650,1.667930,1.471884,1.308000,1.293242,1.790649,1.795561,1.587553,1.799589,2.575845,2.509793,2.389642,2.458588,2.362980,2.253393,2.325060,2.580199,2.807414,2.615414,2.897475,3.627210,4.293888,4.818329,5.495507,4.816826,3.498295,2.542738,1.385619,1.348511,1.094567,0.742810,0.526883,0.430844,0.434656,0.750558,1.372007,0.876724,0.422564,-0.632974,0.461202,0.499887,0.542142,0.584693,0.625220,0.661978,0.685907,0.715139,0.730440,0.748224,0.786575,0.781513,0.777942,0.765902,0.741440,0.717684,0.692426,0.670250,0.615488,0.568385,0.528128,0.479885,0.421459,0.375846,0.309042,0.266107,0.177110,0.091085,-0.016745,-0.085326,-0.187006,-0.310911,-0.435397,-0.546478,-0.650600,-0.733055,-0.822598,-0.899249,-0.979214,-1.048811,-1.097657,-1.165638,-1.214362,-1.259660,-1.303648,-1.353082,0.788567,0.477362,0.885370,0.781739,0.750684,0.754875,0.808538,0.738260,0.754581,0.759256,0.825542,0.839744,0.870477,0.830960,0.880881,0.822695,0.766147,0.648435,0.601943,0.659403,0.530540,0.449382,0.430583,0.266849,0.315029,0.316052,0.370592,0.263347,0.290748,0.291865,0.091899,0.269160,0.345852,0.211292,0.156168,0.243260,0.148078,0.147504,0.129881,0.085056,0.141771,0.147637,0.220115,0.168560,0.176740,0.104928,0.166997,0.180454,1.211131,-0.155611,1.346572,1.281626,1.292826,1.339568,1.433758,1.400238,1.440488,1.474395,1.555982,1.587968,1.657052,1.612473,1.658822,1.588597,1.507588,1.366119,1.294369,1.329652,1.146028,1.017767,0.958711,0.746734,0.736488,0.691898,0.679634,0.529454,0.467858,0.382950,0.075154,0.183834,0.158846,-0.099619,-0.279228,-0.303218,-0.502523,-0.585551,-0.692716,-0.814193,-0.837444,-0.901174,-0.877543,-0.997078,-1.037621,-1.154732,-1.136652,-1.172628
CHB004,5.600000,147.362400,2,1.456000,1.392665,1.415817,1.520273,1.683425,1.851020,1.980979,2.112936,2.343552,2.599822,2.542413,2.260669,1.933000,1.562166,1.228147,1.198843,1.702614,2.013927,1.713882,1.635831,2.011626,2.154773,2.103856,1.973984,1.898200,1.843897,1.681705,1.610192,1.810712,1.994456,2.079322,1.986070,1.928019,2.024182,2.233689,2.372278,1.388612,1.136804,1.086205,1.085376,1.182304,1.328529,1.309868,0.975042,0.922305,0.920947,0.713652,-0.440029,0.776250,0.821671,0.867531,0.912322,0.954308,0.990018,1.010828,1.036793,1.047719,1.059153,1.077214,1.064758,1.049723,1.021895,0.983304,0.945449,0.909732,0.878898,0.809796,0.747899,0.693699,0.636086,0.573031,0.520482,0.450379,0.404626,0.309176,0.219390,0.109889,0.038879,-0.063774,-0.190946,-0.315332,-0.422801,-0.527269,-0.611438,-0.698702,-0.772515,-0.849353,-0.916266,-0.964227,-1.031152,-1.078653,-1.121174,-1.161833,-1.208119,0.250200,0.098816,0.116158,0.121627,0.185998,0.156065,0.195787,0.197847,0.202199,0.228650,0.198426,0.159521,0.177929,0.166344,0.153547,0.141521,0.069877,0.104820,0.093579,0.141016,0.108832,0.091297,0.102201,0.093422,0.086956,0.072422,0.110041,0.111505,0.123231,0.088071,0.138819,0.106294,0.143862,0.159550,0.205412,0.194781,0.208260,0.198807,0.178727,0.178960,0.127314,0.159131,0.130795,0.106852,0.065706,0.101777,0.056024,0.057308,0.963852,-0.341213,0.892407,0.943298,1.053529,1.068388,1.150095,1.187865,1.213027,1.265443,1.246145,1.218674,1.255143,1.231102,1.203270,1.163416,1.053181,1.050268,1.003311,1.019913,0.918628,0.839197,0.795901,0.729508,0.659987,0.592904,0.560420,0.516131,0.432407,0.307460,0.248709,0.145173,0.080087,-0.031396,-0.109920,-0.228021,-0.319008,-0.412631,-0.519974,-0.593554,-0.722039,-0.757135,-0.833432,-0.924300,-1.012947,-1.019397,-1.105808,-1.150811
